100  121.875
200  243.438
300  363.438
400  482.812
500  602.500
600  721.875
700  841.094
800  960.938
900  1080.000
1000  1198.125
1100  1316.875
1200  1435.469
1300  1553.750
1400  1672.969
1500  1791.094
1600  1909.531
1700  2028.281
1800  2146.406
1900  2264.688
2000  2382.344
2100  2500.625
2200  2619.844
2300  2737.812
2400  2856.250
2500  2974.375
2600  3092.656
2700  3211.406
2800  3329.531
2900  3448.281
3000  3566.250
3100  3684.531
3200  3802.969
3300  3921.250
3400  4039.531
3500  4157.812
3600  4276.094
3700  4395.469
3800  4515.000
3900  4633.438
4000  4751.250
4100  4869.375
4200  4988.281
4300  5106.250
4400  5224.219
4500  5342.656
4600  5461.094
4700  5578.906
4800  5700.000
4900  5817.812
5000  5936.094
5100  6054.844
5200  6172.969
5300  6291.406
5324  6320.000
